0,num_clicks,num_carts,num_orders
67,67,6.565967046690569,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
13,13,6.565967046690569,3.8789704271631984
78,65,8.0,5.0
2,2,6.565967046690569,3.8789704271631984
48,44,4.0,3.8789704271631984
8,7,1.0,3.8789704271631984
14,14,6.565967046690569,3.8789704271631984
14,14,6.565967046690569,3.8789704271631984
34,30,4.0,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
8,8,6.565967046690569,3.8789704271631984
26,24,2.0,3.8789704271631984
83,70,12.0,1.0
15,15,6.565967046690569,3.8789704271631984
104,94,7.0,3.0
3,3,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
7,7,6.565967046690569,3.8789704271631984
37,29,5.0,3.0
2,2,6.565967046690569,3.8789704271631984
12,12,6.565967046690569,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
34,34,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
7,7,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
4,3,1.0,3.8789704271631984
48,37,8.0,3.0
3,3,6.565967046690569,3.8789704271631984
29,29,6.565967046690569,3.8789704271631984
16,16,6.565967046690569,3.8789704271631984
8,6,2.0,3.8789704271631984
119,111,4.0,4.0
189,110,71.0,8.0
2,2,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
5,4,1.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
71,71,6.565967046690569,3.8789704271631984
38,38,6.565967046690569,3.8789704271631984
14,14,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
9,9,6.565967046690569,3.8789704271631984
34,23,10.0,1.0
15,15,6.565967046690569,3.8789704271631984
69,69,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
7,7,6.565967046690569,3.8789704271631984
36,32,3.0,1.0
16,16,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
89,71,14.0,4.0
47,41,5.0,1.0
290,233,44.0,13.0
135,113,18.0,4.0
3,3,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
7,7,6.565967046690569,3.8789704271631984
17,17,6.565967046690569,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
86,67,13.0,6.0
36,29,7.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
30,26,2.0,2.0
2,2,6.565967046690569,3.8789704271631984
23,11,6.0,6.0
347,306,23.0,18.0
391,391,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
9,9,6.565967046690569,3.8789704271631984
6,6,6.565967046690569,3.8789704271631984
8,8,6.565967046690569,3.8789704271631984
70,47,17.0,6.0
10,10,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
9,8,1.0,3.8789704271631984
138,120,18.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
16,13,2.0,1.0
10,6,4.0,3.8789704271631984
51,47,4.0,3.8789704271631984
206,139,34.0,33.0
8,7,1.0,3.8789704271631984
14,14,6.565967046690569,3.8789704271631984
6,6,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
81,75,4.0,2.0
2,2,6.565967046690569,3.8789704271631984
105,105,6.565967046690569,3.8789704271631984
40,27,8.0,5.0
12,9,3.0,3.8789704271631984
57,56,1.0,3.8789704271631984
10,10,6.565967046690569,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
16,16,6.565967046690569,3.8789704271631984
309,306,3.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
40,39,1.0,3.8789704271631984
52,45,4.0,3.0
4,4,6.565967046690569,3.8789704271631984
32,30,2.0,3.8789704271631984
7,7,6.565967046690569,3.8789704271631984
35,33,2.0,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
339,332,5.0,2.0
2,2,6.565967046690569,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
11,11,6.565967046690569,3.8789704271631984
18,18,6.565967046690569,3.8789704271631984
26,22,4.0,3.8789704271631984
130,118,7.0,5.0
10,10,6.565967046690569,3.8789704271631984
82,71,6.0,5.0
85,57,24.0,4.0
132,128,4.0,3.8789704271631984
22,14,6.0,2.0
2,2,6.565967046690569,3.8789704271631984
96,63,23.0,10.0
6,6,6.565967046690569,3.8789704271631984
13,13,6.565967046690569,3.8789704271631984
19,19,6.565967046690569,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
36,26,10.0,3.8789704271631984
12,12,6.565967046690569,3.8789704271631984
33,33,6.565967046690569,3.8789704271631984
28,23,4.0,1.0
2,2,6.565967046690569,3.8789704271631984
13,12,6.565967046690569,1.0
18,18,6.565967046690569,3.8789704271631984
28,25,1.0,2.0
40,40,6.565967046690569,3.8789704271631984
86,86,6.565967046690569,3.8789704271631984
17,17,6.565967046690569,3.8789704271631984
215,204,9.0,2.0
2,2,6.565967046690569,3.8789704271631984
136,126,5.0,5.0
11,11,6.565967046690569,3.8789704271631984
7,7,6.565967046690569,3.8789704271631984
69,69,6.565967046690569,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
165,145,20.0,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
197,197,6.565967046690569,3.8789704271631984
121,117,4.0,3.8789704271631984
80,73,4.0,3.0
7,5,1.0,1.0
4,4,6.565967046690569,3.8789704271631984
19,19,6.565967046690569,3.8789704271631984
49,45,4.0,3.8789704271631984
11,11,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
17,17,6.565967046690569,3.8789704271631984
56,55,1.0,3.8789704271631984
6,5,1.0,3.8789704271631984
8,6,1.0,1.0
83,75,6.0,2.0
424,391,19.0,14.0
2,2,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
17,17,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
26,24,1.0,1.0
13,13,6.565967046690569,3.8789704271631984
28,28,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
8,8,6.565967046690569,3.8789704271631984
51,47,4.0,3.8789704271631984
25,25,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
14,13,1.0,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
173,169,3.0,1.0
15,15,6.565967046690569,3.8789704271631984
31,31,6.565967046690569,3.8789704271631984
19,12,7.0,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
16,16,6.565967046690569,3.8789704271631984
16,16,6.565967046690569,3.8789704271631984
189,188,1.0,3.8789704271631984
22,21,1.0,3.8789704271631984
23,23,6.565967046690569,3.8789704271631984
89,84,5.0,3.8789704271631984
63,63,6.565967046690569,3.8789704271631984
48,21,18.0,9.0
11,8,3.0,3.8789704271631984
223,221,2.0,3.8789704271631984
10,10,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
39,39,6.565967046690569,3.8789704271631984
34,34,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
40,36,3.0,1.0
2,2,6.565967046690569,3.8789704271631984
12,12,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
19,18,1.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
14,14,6.565967046690569,3.8789704271631984
12,12,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
8,6,2.0,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
12,12,6.565967046690569,3.8789704271631984
9,9,6.565967046690569,3.8789704271631984
7,7,6.565967046690569,3.8789704271631984
33,24,5.0,4.0
173,111,52.0,10.0
2,2,6.565967046690569,3.8789704271631984
7,4,2.0,1.0
26,22,4.0,3.8789704271631984
15,15,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
6,6,6.565967046690569,3.8789704271631984
7,7,6.565967046690569,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
9,7,1.0,1.0
118,93,23.0,2.0
37,28,9.0,3.8789704271631984
9,9,6.565967046690569,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
43,31,7.0,5.0
2,2,6.565967046690569,3.8789704271631984
22,22,6.565967046690569,3.8789704271631984
18,18,6.565967046690569,3.8789704271631984
8,8,6.565967046690569,3.8789704271631984
77,77,6.565967046690569,3.8789704271631984
78,51,15.0,12.0
84,81,1.0,2.0
5,5,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
169,153,16.0,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
11,11,6.565967046690569,3.8789704271631984
9,9,6.565967046690569,3.8789704271631984
123,122,1.0,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
37,36,1.0,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
14,14,6.565967046690569,3.8789704271631984
6,6,6.565967046690569,3.8789704271631984
13,13,6.565967046690569,3.8789704271631984
39,39,6.565967046690569,3.8789704271631984
77,77,6.565967046690569,3.8789704271631984
68,56,6.0,6.0
2,2,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
6,6,6.565967046690569,3.8789704271631984
8,8,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
67,58,9.0,3.8789704271631984
14,14,6.565967046690569,3.8789704271631984
76,68,4.0,4.0
172,147,24.0,1.0
3,3,6.565967046690569,3.8789704271631984
29,20,8.0,1.0
7,7,6.565967046690569,3.8789704271631984
12,12,6.565967046690569,3.8789704271631984
35,33,2.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
68,34,29.0,5.0
84,72,12.0,3.8789704271631984
7,7,6.565967046690569,3.8789704271631984
17,15,2.0,3.8789704271631984
117,105,12.0,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
6,4,1.0,1.0
11,11,6.565967046690569,3.8789704271631984
13,13,6.565967046690569,3.8789704271631984
12,12,6.565967046690569,3.8789704271631984
79,66,10.0,3.0
26,26,6.565967046690569,3.8789704271631984
264,236,16.0,12.0
2,2,6.565967046690569,3.8789704271631984
137,112,22.0,3.0
153,140,11.0,2.0
8,8,6.565967046690569,3.8789704271631984
84,84,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
25,21,4.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
181,165,12.0,4.0
37,37,6.565967046690569,3.8789704271631984
36,35,1.0,3.8789704271631984
28,28,6.565967046690569,3.8789704271631984
9,9,6.565967046690569,3.8789704271631984
48,42,6.0,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
34,33,1.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
11,11,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
100,91,9.0,3.8789704271631984
6,6,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
6,6,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
155,116,31.0,8.0
7,7,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
5,3,2.0,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
93,78,11.0,4.0
9,7,1.0,1.0
69,62,7.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
58,52,5.0,1.0
3,3,6.565967046690569,3.8789704271631984
50,47,2.0,1.0
124,97,21.0,6.0
6,6,6.565967046690569,3.8789704271631984
14,13,1.0,3.8789704271631984
184,152,32.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
40,32,8.0,3.8789704271631984
12,12,6.565967046690569,3.8789704271631984
21,13,7.0,1.0
73,70,2.0,1.0
181,116,38.0,27.0
9,9,6.565967046690569,3.8789704271631984
214,193,13.0,8.0
104,90,14.0,3.8789704271631984
15,8,6.0,1.0
10,9,1.0,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
19,19,6.565967046690569,3.8789704271631984
15,14,1.0,3.8789704271631984
149,136,10.0,3.0
349,292,57.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
50,42,4.0,4.0
200,183,13.0,4.0
13,13,6.565967046690569,3.8789704271631984
32,32,6.565967046690569,3.8789704271631984
7,5,1.0,1.0
9,9,6.565967046690569,3.8789704271631984
76,72,3.0,1.0
20,19,1.0,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
8,7,1.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
18,15,2.0,1.0
285,272,11.0,2.0
5,5,6.565967046690569,3.8789704271631984
91,91,6.565967046690569,3.8789704271631984
57,48,7.0,2.0
4,4,6.565967046690569,3.8789704271631984
14,14,6.565967046690569,3.8789704271631984
11,10,1.0,3.8789704271631984
321,288,18.0,15.0
240,167,52.0,21.0
3,3,6.565967046690569,3.8789704271631984
34,34,6.565967046690569,3.8789704271631984
36,36,6.565967046690569,3.8789704271631984
12,9,2.0,1.0
52,39,2.0,11.0
79,79,6.565967046690569,3.8789704271631984
19,17,1.0,1.0
42,42,6.565967046690569,3.8789704271631984
23,12,6.0,5.0
17,17,6.565967046690569,3.8789704271631984
4,3,1.0,3.8789704271631984
14,13,1.0,3.8789704271631984
46,46,6.565967046690569,3.8789704271631984
11,8,3.0,3.8789704271631984
92,77,14.0,1.0
3,3,6.565967046690569,3.8789704271631984
33,29,4.0,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
33,32,1.0,3.8789704271631984
11,10,1.0,3.8789704271631984
79,69,10.0,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
54,43,11.0,3.8789704271631984
65,65,6.565967046690569,3.8789704271631984
148,146,2.0,3.8789704271631984
56,50,1.0,5.0
3,3,6.565967046690569,3.8789704271631984
38,33,5.0,3.8789704271631984
180,176,4.0,3.8789704271631984
52,45,4.0,3.0
17,17,6.565967046690569,3.8789704271631984
31,26,3.0,2.0
9,9,6.565967046690569,3.8789704271631984
29,29,6.565967046690569,3.8789704271631984
46,44,1.0,1.0
2,2,6.565967046690569,3.8789704271631984
15,15,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
55,43,12.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
49,49,6.565967046690569,3.8789704271631984
91,85,3.0,3.0
5,5,6.565967046690569,3.8789704271631984
6,6,6.565967046690569,3.8789704271631984
88,75,13.0,3.8789704271631984
86,86,6.565967046690569,3.8789704271631984
15,15,6.565967046690569,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
9,9,6.565967046690569,3.8789704271631984
9,9,6.565967046690569,3.8789704271631984
32,29,3.0,3.8789704271631984
168,152,11.0,5.0
3,3,6.565967046690569,3.8789704271631984
14,14,6.565967046690569,3.8789704271631984
45,43,1.0,1.0
31,27,2.0,2.0
184,117,49.0,18.0
139,128,7.0,4.0
7,7,6.565967046690569,3.8789704271631984
55,43,12.0,3.8789704271631984
256,216,40.0,3.8789704271631984
96,90,4.0,2.0
4,4,6.565967046690569,3.8789704271631984
74,70,4.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
7,6,1.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
18,9,5.0,4.0
27,27,6.565967046690569,3.8789704271631984
197,172,25.0,3.8789704271631984
32,24,4.0,4.0
31,30,1.0,3.8789704271631984
22,21,1.0,3.8789704271631984
16,14,2.0,3.8789704271631984
25,17,4.0,4.0
26,23,3.0,3.8789704271631984
50,50,6.565967046690569,3.8789704271631984
20,12,3.0,5.0
5,5,6.565967046690569,3.8789704271631984
234,231,2.0,1.0
9,9,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
56,45,6.0,5.0
48,47,1.0,3.8789704271631984
15,12,2.0,1.0
9,9,6.565967046690569,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
9,8,1.0,3.8789704271631984
33,33,6.565967046690569,3.8789704271631984
44,44,6.565967046690569,3.8789704271631984
16,16,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
17,13,4.0,3.8789704271631984
45,45,6.565967046690569,3.8789704271631984
13,11,2.0,3.8789704271631984
19,16,3.0,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
7,6,1.0,3.8789704271631984
96,85,8.0,3.0
158,139,13.0,6.0
3,3,6.565967046690569,3.8789704271631984
77,77,6.565967046690569,3.8789704271631984
82,78,3.0,1.0
2,2,6.565967046690569,3.8789704271631984
21,21,6.565967046690569,3.8789704271631984
15,12,3.0,3.8789704271631984
135,135,6.565967046690569,3.8789704271631984
23,23,6.565967046690569,3.8789704271631984
11,10,1.0,3.8789704271631984
67,53,10.0,4.0
4,4,6.565967046690569,3.8789704271631984
78,67,7.0,4.0
74,52,21.0,1.0
6,6,6.565967046690569,3.8789704271631984
17,16,1.0,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
17,16,1.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
104,104,6.565967046690569,3.8789704271631984
11,11,6.565967046690569,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
107,100,4.0,3.0
8,7,1.0,3.8789704271631984
5,4,1.0,3.8789704271631984
7,7,6.565967046690569,3.8789704271631984
11,11,6.565967046690569,3.8789704271631984
58,58,6.565967046690569,3.8789704271631984
64,64,6.565967046690569,3.8789704271631984
54,46,5.0,3.0
7,7,6.565967046690569,3.8789704271631984
42,40,2.0,3.8789704271631984
33,33,6.565967046690569,3.8789704271631984
8,8,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
223,200,15.0,8.0
50,43,7.0,3.8789704271631984
8,8,6.565967046690569,3.8789704271631984
31,27,4.0,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
5,3,1.0,1.0
6,6,6.565967046690569,3.8789704271631984
11,11,6.565967046690569,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
6,5,1.0,3.8789704271631984
8,8,6.565967046690569,3.8789704271631984
20,20,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
8,8,6.565967046690569,3.8789704271631984
30,27,3.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
37,37,6.565967046690569,3.8789704271631984
98,93,3.0,2.0
50,42,7.0,1.0
79,72,6.0,1.0
23,23,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
14,14,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
43,38,3.0,2.0
2,2,6.565967046690569,3.8789704271631984
64,56,5.0,3.0
18,18,6.565967046690569,3.8789704271631984
3,2,1.0,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
26,24,2.0,3.8789704271631984
16,16,6.565967046690569,3.8789704271631984
43,43,6.565967046690569,3.8789704271631984
53,45,6.0,2.0
2,2,6.565967046690569,3.8789704271631984
45,34,7.0,4.0
21,19,2.0,3.8789704271631984
10,10,6.565967046690569,3.8789704271631984
279,270,8.0,1.0
4,3,1.0,3.8789704271631984
22,22,6.565967046690569,3.8789704271631984
70,61,9.0,3.8789704271631984
45,39,4.0,2.0
46,39,5.0,2.0
2,2,6.565967046690569,3.8789704271631984
5,5,6.565967046690569,3.8789704271631984
6,6,6.565967046690569,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
9,8,1.0,3.8789704271631984
153,149,3.0,1.0
21,10,7.0,4.0
14,14,6.565967046690569,3.8789704271631984
12,12,6.565967046690569,3.8789704271631984
7,7,6.565967046690569,3.8789704271631984
7,7,6.565967046690569,3.8789704271631984
137,132,3.0,2.0
18,18,6.565967046690569,3.8789704271631984
87,78,8.0,1.0
145,138,5.0,2.0
52,52,6.565967046690569,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
16,16,6.565967046690569,3.8789704271631984
9,8,1.0,3.8789704271631984
33,20,7.0,6.0
6,6,6.565967046690569,3.8789704271631984
11,11,6.565967046690569,3.8789704271631984
22,22,6.565967046690569,3.8789704271631984
6,6,6.565967046690569,3.8789704271631984
283,279,3.0,1.0
335,250,61.0,24.0
3,3,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
7,7,6.565967046690569,3.8789704271631984
49,43,4.0,2.0
3,3,6.565967046690569,3.8789704271631984
16,16,6.565967046690569,3.8789704271631984
12,11,1.0,3.8789704271631984
68,55,11.0,2.0
7,6,1.0,3.8789704271631984
212,159,40.0,13.0
7,7,6.565967046690569,3.8789704271631984
45,39,5.0,1.0
17,17,6.565967046690569,3.8789704271631984
11,7,3.0,1.0
18,18,6.565967046690569,3.8789704271631984
8,5,1.0,2.0
9,9,6.565967046690569,3.8789704271631984
79,69,9.0,1.0
25,22,3.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
37,35,2.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
22,22,6.565967046690569,3.8789704271631984
10,8,1.0,1.0
9,9,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
53,52,1.0,3.8789704271631984
128,126,1.0,1.0
6,6,6.565967046690569,3.8789704271631984
17,15,1.0,1.0
66,59,7.0,3.8789704271631984
10,10,6.565967046690569,3.8789704271631984
27,22,4.0,1.0
42,32,6.0,4.0
2,2,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
69,56,7.0,6.0
73,66,4.0,3.0
12,12,6.565967046690569,3.8789704271631984
37,32,4.0,1.0
176,174,1.0,1.0
2,2,6.565967046690569,3.8789704271631984
267,260,5.0,2.0
84,83,1.0,3.8789704271631984
60,41,14.0,5.0
55,39,9.0,7.0
2,2,6.565967046690569,3.8789704271631984
71,70,1.0,3.8789704271631984
87,81,4.0,2.0
3,3,6.565967046690569,3.8789704271631984
40,40,6.565967046690569,3.8789704271631984
279,269,7.0,3.0
7,6,1.0,3.8789704271631984
57,45,12.0,3.8789704271631984
67,67,6.565967046690569,3.8789704271631984
6,6,6.565967046690569,3.8789704271631984
17,17,6.565967046690569,3.8789704271631984
36,36,6.565967046690569,3.8789704271631984
20,17,3.0,3.8789704271631984
130,118,12.0,3.8789704271631984
20,20,6.565967046690569,3.8789704271631984
13,13,6.565967046690569,3.8789704271631984
10,9,1.0,3.8789704271631984
130,120,6.0,4.0
7,6,1.0,3.8789704271631984
25,25,6.565967046690569,3.8789704271631984
29,24,3.0,2.0
8,6,1.0,1.0
28,22,5.0,1.0
25,25,6.565967046690569,3.8789704271631984
20,18,2.0,3.8789704271631984
5,4,1.0,3.8789704271631984
15,15,6.565967046690569,3.8789704271631984
81,50,20.0,11.0
18,18,6.565967046690569,3.8789704271631984
12,12,6.565967046690569,3.8789704271631984
19,19,6.565967046690569,3.8789704271631984
87,72,9.0,6.0
2,2,6.565967046690569,3.8789704271631984
21,16,3.0,2.0
85,75,7.0,3.0
2,2,6.565967046690569,3.8789704271631984
8,7,1.0,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
4,4,6.565967046690569,3.8789704271631984
26,26,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
50,50,6.565967046690569,3.8789704271631984
3,3,6.565967046690569,3.8789704271631984
10,10,6.565967046690569,3.8789704271631984
8,4,2.0,2.0
21,21,6.565967046690569,3.8789704271631984
12,12,6.565967046690569,3.8789704271631984
9,9,6.565967046690569,3.8789704271631984
9,9,6.565967046690569,3.8789704271631984
11,11,6.565967046690569,3.8789704271631984
11,11,6.565967046690569,3.8789704271631984
2,2,6.565967046690569,3.8789704271631984
8,8,6.565967046690569,3.8789704271631984
14,12,2.0,3.8789704271631984
